2.96769e-005	4
0.0698088	3.99939
0.139594	3.99756
0.209332	3.99452
0.279	3.99026
0.348574	3.98478
0.418031	3.97809
0.487347	3.97018
0.5565	3.96107
0.625466	3.95074
0.694223	3.93922
0.762748	3.92649
0.831017	3.91256
0.899008	3.89744
0.966698	3.88112
1.03406	3.86363
1.10109	3.84495
1.16774	3.8251
1.234	3.80408
1.29984	3.78189
1.36525	3.75855
1.43021	3.73406
1.49468	3.70843
1.55865	3.68167
1.62209	3.65378
1.68499	3.62477
1.74732	3.59465
1.80906	3.56344
1.87019	3.53114
1.93068	3.49776
1.99052	3.46331
2.04969	3.4278
2.10816	3.39126
2.16591	3.35367
2.22293	3.31507
2.27918	3.27547
2.33466	3.23487
2.38934	3.19329
2.4432	3.15074
2.49623	3.10725
2.5484	3.06282
2.59969	3.01748
2.65009	2.97123
2.69957	2.92409
2.74813	2.87609
2.79573	2.82724
2.84237	2.77755
2.88803	2.72705
2.93269	2.67575
2.97633	2.62368
3.01894	2.57085
3.0605	2.51729
3.10099	2.463
3.14041	2.40803
3.17874	2.35238
3.21596	2.29607
3.25206	2.23914
3.28703	2.1816
3.32085	2.12348
3.35352	2.06479
3.38502	2.00557
3.41534	1.94583
3.44447	1.88559
3.4724	1.8249
3.49912	1.76376
3.52463	1.7022
3.54891	1.64026
3.57195	1.57794
3.59376	1.51529
3.61431	1.45232
3.63362	1.38906
3.65167	1.32553
3.66845	1.26177
3.68397	1.1978
3.69822	1.13364
3.7112	1.06933
3.72291	1.00488
3.73333	0.940327
3.74249	0.875698
3.75036	0.811017
3.75696	0.746311
3.76228	0.681607
3.76633	0.616932
3.76911	0.552312
3.77062	0.487774
3.77087	0.423345
3.76986	0.35905
3.76759	0.294917
3.76408	0.23097
3.75932	0.167237
3.75332	0.103743
3.7461	0.0405129
3.73766	-0.0224272
3.728	-0.0850524
3.71715	-0.147338
3.7051	-0.209259
3.69187	-0.270791
3.67747	-0.33191
3.66191	-0.392593
3.64521	-0.452816
3.62737	-0.512556
3.60841	-0.571791
3.58834	-0.630498
3.56718	-0.688655
3.54495	-0.746241
3.52165	-0.803235
3.49731	-0.859617
3.47193	-0.915365
3.44555	-0.97046
3.41816	-1.02488
3.3898	-1.07862
3.36048	-1.13164
3.33021	-1.18394
3.29903	-1.23549
3.26693	-1.28629
3.23396	-1.3363
3.20011	-1.38553
3.16543	-1.43395
3.12991	-1.48154
3.0936	-1.5283
3.0565	-1.57421
3.01864	-1.61926
2.98003	-1.66344
2.94071	-1.70673
2.90069	-1.74912
2.85999	-1.79061
2.81864	-1.83117
2.77665	-1.87082
2.73406	-1.90952
2.69088	-1.94728
2.64713	-1.9841
2.60284	-2.01995
2.55803	-2.05484
2.51272	-2.08876
2.46693	-2.12171
2.42069	-2.15367
2.37402	-2.18465
2.32694	-2.21465
2.27947	-2.24365
2.23164	-2.27166
2.18347	-2.29868
2.13497	-2.3247
2.08618	-2.34973
2.03711	-2.37376
1.98778	-2.39679
1.93822	-2.41883
1.88845	-2.43987
1.83848	-2.45992
1.78835	-2.47898
1.73806	-2.49705
1.68764	-2.51414
1.63711	-2.53025
1.58649	-2.54538
1.53579	-2.55954
1.48505	-2.57273
1.43427	-2.58496
1.38347	-2.59623
1.33268	-2.60656
1.28191	-2.61594
1.23117	-2.62438
1.1805	-2.6319
1.12989	-2.63849
1.07938	-2.64417
1.02897	-2.64894
